Job Title;Rating;Company Name;Location;Headquarters;Size;Founded;Type of ownership;Industry;Sector;Revenue;max_salary;company_txt;job_state;same_state;age;python_yn;spark;aws;excel;job_simp;num_comp
Scientist, Pharmacometrics;3.8;"Agios Pharmaceuticals
3.8";Cambridge, MA;Cambridge, MA;501 to 1000 employees;2008;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$50 to $100 million (USD);157;Agios Pharmaceuticals;MA;1;24;0;0;0;0;na;0
Manager of Data Science;3.9;"Tapjoy
3.9";San Francisco, CA;San Francisco, CA;201 to 500 employees;2007;Company - Private;Internet;Information Technology;$10 to $25 million (USD);87;Tapjoy;CA;1;24;1;1;0;0;manager;2
Scientist Manufacturing Pharma - Kentucky BioProcessing;3.1;"Reynolds American
3.1";Owensboro, KY;Winston-Salem, NC;5001 to 10000 employees;1875;Company - Private;Consumer Products Manufacturing;Manufacturing;$10+ billion (USD);139;Reynolds American;KY;0;24;0;0;0;0;na;0
Software Engineer (Data Scientist/Software Engineer) - SISW - MG;4.1;"Mentor Graphics
4.1";Fremont, CA;Wilsonville, OR;5001 to 10000 employees;1981;Company - Public;Computer Hardware & Software;Information Technology;$1 to $2 billion (USD);142;Mentor Graphics;CA;0;39;1;0;0;1;data scientist;3
Data Engineer;3.7;"Maxar Technologies
3.7";Springfield, VA;Westminster, CO;5001 to 10000 employees;1988;Company - Public;Aerospace & Defense;Aerospace & Defense;$2 to $5 billion (USD);137;Maxar Technologies;VA;0;24;1;1;0;0;data engineer;0
Data Engineer;2.8;"ICW Group
2.8";San Diego, CA;San Diego, CA;501 to 1000 employees;1972;Company - Private;Insurance Carriers;Insurance;$500 million to $1 billion (USD);109;ICW Group;CA;1;48;0;0;0;0;data engineer;3
Lead Big Data Engineer;4.0;"Glassdoor
4.0";San Francisco, CA;Mill Valley, CA;1001 to 5000 employees;2007;Company - Private;Internet;Information Technology;Unknown / Non-Applicable;203;Glassdoor;CA;0;24;1;1;1;1;data engineer;2
Product Engineer – Spatial Data Science and Statistical Analysis;3.5;"Esri
3.5";Redlands, CA;Redlands, CA;1001 to 5000 employees;1969;Company - Private;Computer Hardware & Software;Information Technology;$1 to $2 billion (USD);85;Esri;CA;1;51;1;1;0;1;na;1
Sr Software Engineer (Data Scientist);3.4;"Assurant
3.4";Westlake, OH;New York, NY;10000+ employees;1978;Company - Public;Insurance Carriers;Insurance;$5 to $10 billion (USD);140;Assurant;OH;0;42;0;0;0;1;data scientist;3
Sr. Data Engineer (ETL Developer);3.7;"F&G
3.7";Des Moines, IA;Des Moines, IA;201 to 500 employees;1988;Subsidiary or Business Segment;Insurance Carriers;Insurance;$100 to $500 million (USD);148;F&G;IA;1;24;1;0;0;1;data engineer;0
Associate Research Scientist I (Protein Expression and Production);3.0;"Exelixis
3.0";Alameda, CA;Alameda, CA;501 to 1000 employees;1994;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;116;Exelixis;CA;1;26;0;0;0;1;na;3
Senior Data Scientist Artificial Intelligence;3.8;"PNNL
3.8";Richland, WA;Richland, WA;1001 to 5000 employees;1965;Government;Energy;Oil, Gas, Energy & Utilities;$500 million to $1 billion (USD);101;PNNL;WA;1;55;0;0;0;0;data scientist;3
Analytics - Business Assurance Data Analyst;4.6;"GreatAmerica Financial Services
4.6";Cedar Rapids, IA;Cedar Rapids, IA;501 to 1000 employees;1992;Company - Private;Lending;Finance;$100 to $500 million (USD);55;GreatAmerica Financial Services;IA;1;28;0;0;0;1;analyst;0
Associate Director/Director, Safety Scientist;4.4;"Acceleron Pharma
4.4";Cambridge, MA;Cambridge, MA;201 to 500 employees;2003;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;178;Acceleron Pharma;MA;1;24;0;0;0;1;director;0
Director, Precision Medicine Clinical Biomarker Scientist;4.0;"Pfizer
4.0";Cambridge, MA;New York, NY;10000+ employees;1849;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);208;Pfizer;MA;0;24;0;0;1;0;director;0
Senior Scientist, Cell Pharmacology/Assay Development;3.7;Kronos Bio;Cambridge, MA;San Mateo, CA;Unknown;1988;Company - Private;-1;-1;Unknown / Non-Applicable;130;Kronos Bio;MA;0;24;0;0;0;0;na;0
Data Analyst Senior;3.0;"AmeriHealth Caritas
3.0";Philadelphia, PA;Philadelphia, PA;5001 to 10000 employees;1983;Company - Private;Insurance Carriers;Insurance;$5 to $10 billion (USD);85;AmeriHealth Caritas;PA;1;37;0;0;0;1;analyst;3
Senior Formulations Scientist II;3.0;"Exelixis
3.0";Alameda, CA;Alameda, CA;501 to 1000 employees;1994;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;129;Exelixis;CA;1;26;0;0;0;1;na;3
Lead Data Engineer (Python);4.7;"Strategic Employment Partners
4.7";San Francisco, CA;Los Angeles, CA;51 to 200 employees;2006;Company - Private;Staffing & Outsourcing;Business Services;$1 to $5 million (USD);123;Strategic Employment Partners;CA;0;24;1;0;1;0;data engineer;0
Data Science Manager;4.2;"Grand Rounds
4.2";San Francisco, CA;San Francisco, CA;501 to 1000 employees;2011;Company - Private;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;272;Grand Rounds;CA;1;24;1;0;0;1;manager;0
Senior Data Scientist 4 Artificial Intelligence;3.8;"PNNL
3.8";Seattle, WA;Richland, WA;1001 to 5000 employees;1965;Government;Energy;Oil, Gas, Energy & Utilities;$500 million to $1 billion (USD);146;PNNL;WA;0;55;0;0;0;0;data scientist;3
Data Engineer;3.5;"SPINS, LLC
3.5";Chicago, IL;Chicago, IL;201 to 500 employees;1995;Company - Private;Consulting;Business Services;$50 to $100 million (USD);126;SPINS, LLC;IL;1;25;1;0;0;0;data engineer;0
Director II, Data Science - GRS Predictive Analytics;3.3;"Liberty Mutual Insurance
3.3";Chicago, IL;Boston, MA;10000+ employees;1912;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);239;Liberty Mutual Insurance;IL;0;24;1;0;0;0;director;3
Medical Lab Scientist - MLT;3.2;"Catholic Health Initiatives
3.2";Omaha, NE;Englewood, CO;10000+ employees;1996;Nonprofit Organization;Health Care Services & Hospitals;Health Care;$10+ billion (USD);58;Catholic Health Initiatives;NE;0;24;0;0;0;0;na;2
Senior Operations Data Analyst, Call Center Operations;2.7;"FLEETCOR
2.7";Nashville, TN;Peachtree Corners, GA;5001 to 10000 employees;2000;Company - Public;Financial Transaction Processing;Finance;$2 to $5 billion (USD);34;FLEETCOR;TN;0;20;0;0;0;1;analyst;0
Senior Quantitative Analyst;3.3;"DTCC
3.3";Jersey City, NJ;New York, NY;1001 to 5000 employees;1973;Company - Private;Brokerage Services;Finance;$1 to $2 billion (USD);228;DTCC;NJ;0;47;1;0;0;1;analyst;0
Geospatial Software Developer and Data Scientist;3.7;"Applied Research Laboratories
3.7";Austin, TX;Austin, TX;501 to 1000 employees;1988;College / University;Colleges & Universities;Education;Unknown / Non-Applicable;129;Applied Research Laboratories;TX;1;24;1;0;1;0;data scientist;0
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT;3.9;"Southwest Research Institute
3.9";San Antonio, TX;San Antonio, TX;1001 to 5000 employees;1947;Nonprofit Organization;Research & Development;Business Services;$500 million to $1 billion (USD);91;Southwest Research Institute;TX;1;24;1;0;1;1;na;3
Senior Scientist - Toxicologist - Product Integrity (Stewardship);3.1;"Reynolds American
3.1";Winston-Salem, NC;Winston-Salem, NC;5001 to 10000 employees;1875;Company - Private;Consumer Products Manufacturing;Manufacturing;$10+ billion (USD);101;Reynolds American;NC;1;24;0;0;0;1;na;0
Systems Engineer II - Data Analyst;3.7;"Raytheon
3.7";Huntsville, AL;Waltham, MA;10000+ employees;1922;Company - Public;Aerospace & Defense;Aerospace & Defense;$10+ billion (USD);76;Raytheon;AL;0;24;0;0;0;1;analyst;0
Senior Research Analytical Scientist-Non-Targeted Analysis;4.3;"RTI International
4.3";Durham, NC;Research Triangle Park, NC;1001 to 5000 employees;1958;Nonprofit Organization;Research & Development;Business Services;$500 million to $1 billion (USD);88;RTI International;NC;0;24;0;0;0;0;na;3
Data Scientist;3.8;"DICK'S Sporting Goods - Corporate
3.8";Coraopolis, PA;Coraopolis, PA;10000+ employees;1948;Company - Public;Sporting Goods Stores;Retail;$5 to $10 billion (USD);109;DICK'S Sporting Goods - Corporate;PA;1;24;1;0;0;0;data scientist;3
Principal Data Scientist;3.9;"AstraZeneca
3.9";Gaithersburg, MD;Cambridge, United Kingdom;10000+ employees;1913;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);182;AstraZeneca;MD;0;24;1;0;0;1;data scientist;3
Director Data Science;3.6;"TRANZACT
3.6";Fort Lee, NJ;Fort Lee, NJ;1001 to 5000 employees;1989;Company - Private;Advertising & Marketing;Business Services;Unknown / Non-Applicable;199;TRANZACT;NJ;1;31;1;0;1;1;director;0
Data Engineer;3.7;"Carilion Clinic
3.7";Roanoke, VA;Roanoke, VA;10000+ employees;1899;Nonprofit Organization;Health Care Services & Hospitals;Health Care;$1 to $2 billion (USD);104;Carilion Clinic;VA;1;24;0;0;0;1;data engineer;0
Sr Data Analyst - IT;2.1;"United BioSource
2.1";Blue Bell, PA;Blue Bell, PA;1001 to 5000 employees;2003;Other Organization;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$100 to $500 million (USD);93;United BioSource;PA;1;24;0;0;0;1;analyst;2
Senior Data Engineer;3.9;"Figure Eight
3.9";San Francisco, CA;San Francisco, CA;51 to 200 employees;2008;Company - Public;Computer Hardware & Software;Information Technology;$10 to $25 million (USD);181;Figure Eight;CA;1;24;1;0;1;1;data engineer;0
Senior Data Engineer;3.9;"Tapjoy
3.9";San Francisco, CA;San Francisco, CA;201 to 500 employees;2007;Company - Private;Internet;Information Technology;$10 to $25 million (USD);173;Tapjoy;CA;1;24;0;0;0;0;data engineer;2
Sr. Data Analyst;3.2;"DoubleVerify
3.2";New York, NY;New York, NY;201 to 500 employees;2008;Company - Private;Internet;Information Technology;Unknown / Non-Applicable;108;DoubleVerify;NY;1;24;1;1;0;1;analyst;0
Research Scientist or Senior Research Scientist - Computer Vision;4.6;"Mitsubishi Electric Research Labs
4.6";Cambridge, MA;Cambridge, MA;51 to 200 employees;1991;Subsidiary or Business Segment;Research & Development;Business Services;$5 to $10 million (USD);161;Mitsubishi Electric Research Labs;MA;1;29;0;0;1;1;na;3
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad;3.8;"Fareportal
3.8";New York, NY;New York, NY;1001 to 5000 employees;2002;Company - Private;Travel Agencies;Travel & Tourism;$2 to $5 billion (USD);96;Fareportal;NY;1;18;1;1;0;0;data scientist;3
Data Analyst Chemist - Quality System Contractor;2.2;"Rodan and Fields, LLC
2.2";San Francisco, CA;San Francisco, CA;501 to 1000 employees;2002;Company - Private;Beauty & Personal Accessories Stores;Retail;Unknown / Non-Applicable;110;Rodan and Fields, LLC;CA;1;18;0;0;0;1;analyst;0
Senior Scientist - Biostatistician;3.1;"Reynolds American
3.1";Winston-Salem, NC;Winston-Salem, NC;5001 to 10000 employees;1875;Company - Private;Consumer Products Manufacturing;Manufacturing;$10+ billion (USD);96;Reynolds American;NC;1;24;0;0;0;1;na;0
Research Scientist / Principal Research Scientist - Multiphysical Systems;4.6;"Mitsubishi Electric Research Labs
4.6";Cambridge, MA;Cambridge, MA;51 to 200 employees;1991;Subsidiary or Business Segment;Research & Development;Business Services;$5 to $10 million (USD);220;Mitsubishi Electric Research Labs;MA;1;29;0;0;0;0;na;3
Research Scientist, Machine Learning Department;2.6;"Software Engineering Institute
2.6";Pittsburgh, PA;Pittsburgh, PA;501 to 1000 employees;1984;College / University;Colleges & Universities;Education;Unknown / Non-Applicable;144;Software Engineering Institute;PA;1;36;1;0;0;0;mle;0
Foundational Community Supports Data Analyst;3.4;"DESC
3.4";Seattle, WA;Seattle, WA;501 to 1000 employees;1979;Nonprofit Organization;Social Assistance;Non-Profit;$25 to $50 million (USD);57;DESC;WA;1;41;0;0;1;1;analyst;0
Senior Health Data Analyst, Star Ratings;3.3;"Johns Hopkins Health Care
3.3";Glen Burnie, MD;Baltimore, MD;1001 to 5000 employees;1889;Company - Private;Health Care Services & Hospitals;Health Care;$500 million to $1 billion (USD);136;Johns Hopkins Health Care;MD;0;24;0;0;0;0;analyst;3
Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology;3.7;Kronos Bio;Cambridge, MA;San Mateo, CA;Unknown;1988;Company - Private;-1;-1;Unknown / Non-Applicable;145;Kronos Bio;MA;0;24;0;0;0;0;na;0
Sr. Data Analyst;3.7;"Community Behavioral Health
3.7";Philadelphia, PA;Phila, PA;201 to 500 employees;1994;Company - Private;Health Care Services & Hospitals;Health Care;$500 million to $1 billion (USD);89;Community Behavioral Health;PA;0;26;0;0;0;1;analyst;0
Senior Engineer, Data Management Engineering;3.5;"Western Digital
3.5";Milpitas, CA;San Jose, CA;10000+ employees;1970;Company - Public;Computer Hardware & Software;Information Technology;$10+ billion (USD);129;Western Digital;CA;0;50;1;1;1;0;na;2
Quality Control Scientist III- Analytical Development;2.7;"Advanced BioScience Laboratories
2.7";Rockville, MD;Rockville, MD;201 to 500 employees;1961;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$25 to $50 million (USD);113;Advanced BioScience Laboratories;MD;1;59;0;0;0;1;na;0
Clinical Scientist, Clinical Development;3.8;"FORMA THERAPEUTICS
3.8";Watertown, MA;Watertown, MA;51 to 200 employees;2008;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10 to $25 million (USD);94;FORMA THERAPEUTICS;MA;1;24;0;0;0;1;na;0
Software Engineer Staff Scientist: Human Language Technologies;3.7;"Raytheon
3.7";Cambridge, MD;Waltham, MA;10000+ employees;1922;Company - Public;Aerospace & Defense;Aerospace & Defense;$10+ billion (USD);124;Raytheon;MD;0;24;1;0;0;0;na;0
Manager, Safety Scientist, Medical Safety & Risk Management;3.8;"Agios Pharmaceuticals
3.8";Cambridge, MA;Cambridge, MA;501 to 1000 employees;2008;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$50 to $100 million (USD);125;Agios Pharmaceuticals;MA;1;24;0;0;0;1;manager;0
Assistant Director/Director, Office of Data Science;3.3;"Liberty Mutual Insurance
3.3";Boston, MA;Boston, MA;10000+ employees;1912;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);67;Liberty Mutual Insurance;MA;1;24;0;0;0;0;director;3
Sr. Data Engineer | Big Data SaaS Pipeline;2.7;"Bridg
2.7";Los Angeles, CA;Los Angeles, CA;1 to 50 employees;2011;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;135;Bridg;CA;1;24;0;1;1;0;data engineer;0
Senior Risk Data Scientist;3.8;"Bill.com
3.8";Palo Alto, CA;Palo Alto, CA;501 to 1000 employees;2006;Company - Public;Financial Transaction Processing;Finance;$50 to $100 million (USD);172;Bill.com;CA;1;24;0;0;0;0;data scientist;0
Data Scientist in Artificial Intelligence Early Career;3.8;"Pacific Northwest National Laboratory
3.8";Richland, WA;Richland, WA;1001 to 5000 employees;1965;Government;Energy;Oil, Gas, Energy & Utilities;$500 million to $1 billion (USD);85;Pacific Northwest National Laboratory;WA;1;55;0;0;0;0;data scientist;3
Consultant - Analytics Consulting;3.0;"Infosys
3.0";Hartford, CT;Bengaluru, India;10000+ employees;1981;Company - Public;IT Services;Information Technology;$10+ billion (USD);71;Infosys;CT;0;39;0;0;0;1;na;3
Scientist - CVRM Metabolism - in vivo pharmacology;3.9;"AstraZeneca
3.9";Gaithersburg, MD;Cambridge, United Kingdom;10000+ employees;1913;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);123;AstraZeneca;MD;0;24;0;0;0;0;na;3
Data Analyst;3.6;"AXION Healthcare Solutions
3.6";New York, NY;New York, NY;1 to 50 employees;1980;Company - Private;Health Care Services & Hospitals;Health Care;$10 to $25 million (USD);85;AXION Healthcare Solutions;NY;1;40;0;0;0;1;analyst;2
Data Engineer;3.5;"Alignment Healthcare
3.5";Orange, CA;Orange, CA;501 to 1000 employees;2013;Company - Private;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;124;Alignment Healthcare;CA;1;24;1;1;1;1;data engineer;0
Data Scientist;3.6;"TRANZACT
3.6";Fort Lee, NJ;Fort Lee, NJ;1001 to 5000 employees;1989;Company - Private;Advertising & Marketing;Business Services;Unknown / Non-Applicable;141;TRANZACT;NJ;1;31;1;0;1;1;data scientist;0
Data Scientist;4.2;"ExecOnline
4.2";New York, NY;New York, NY;51 to 200 employees;2012;Company - Private;Education Training Services;Education;Unknown / Non-Applicable;95;ExecOnline;NY;1;24;1;0;1;0;data scientist;3
Data Scientist;3.5;"Charter Spectrum
3.5";Maryland Heights, MO;North Salt Lake, UT;1 to 50 employees;1988;School / School District;K-12 Education;Education;$5 to $10 million (USD);121;Charter Spectrum;MO;0;24;0;0;0;1;data scientist;0
Machine Learning Engineer;4.0;"Mteq
4.0";Fort Belvoir, VA;Lorton, VA;501 to 1000 employees;1954;Company - Public;Aerospace & Defense;Aerospace & Defense;$100 to $500 million (USD);112;Mteq;VA;0;24;1;0;0;0;mle;2
Data Scientist;3.7;"Brillient
3.7";Silver Spring, MD;Reston, VA;201 to 500 employees;2006;Company - Private;IT Services;Information Technology;$25 to $50 million (USD);108;Brillient;MD;0;24;1;0;0;1;data scientist;0
Senior Data Scientist;4.4;"Entefy
4.4";Palo Alto, CA;Palo Alto, CA;1 to 50 employees;2012;Company - Private;Internet;Information Technology;Unknown / Non-Applicable;144;Entefy;CA;1;24;1;0;0;0;data scientist;0
Senior Scientist (Neuroscience);3.5;"Sunovion
3.5";Marlborough, MA;Marlborough, MA;1001 to 5000 employees;2010;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$1 to $2 billion (USD);200;Sunovion;MA;1;24;1;0;0;1;na;3
Marketing Data Analyst;3.6;"San Manuel Casino
3.6";Highland, CA;Highland, CA;1001 to 5000 employees;1986;Company - Private;Gambling;Arts, Entertainment & Recreation;$100 to $500 million (USD);62;San Manuel Casino;CA;1;34;0;0;0;1;analyst;0
Machine Learning Engineer - Regulatory;3.7;"Cboe Global Markets
3.7";Lenexa, KS;Chicago, IL;501 to 1000 employees;1973;Company - Public;Stock Exchanges;Finance;$500 million to $1 billion (USD);113;Cboe Global Markets;KS;0;47;1;0;0;1;mle;0
Data Engineer;3.4;"Trace3
3.4";Houston, TX;Irvine, CA;501 to 1000 employees;2002;Company - Private;IT Services;Information Technology;$1 to $2 billion (USD);105;Trace3;TX;0;18;1;1;0;1;data engineer;3
Medical Laboratory Scientist;4.0;"Texas Health Huguley Hospital
4.0";Burleson, TX;Arlington, TX;1001 to 5000 employees;1977;Hospital;Health Care Services & Hospitals;Health Care;$50 to $100 million (USD);50;Texas Health Huguley Hospital;TX;0;43;0;0;1;0;na;0
Principal Data Scientist;3.7;"Northrop Grumman
3.7";San Jose, CA;Falls Church, VA;10000+ employees;1939;Company - Public;Aerospace & Defense;Aerospace & Defense;$10+ billion (USD);211;Northrop Grumman;CA;0;24;1;0;0;0;data scientist;0
R&D Specialist/ Food Scientist;2.4;"Teasdale Latin Foods
2.4";Hoopeston, IL;Flower Mound, TX;501 to 1000 employees;1988;Company - Private;Food & Beverage Manufacturing;Manufacturing;$100 to $500 million (USD);66;Teasdale Latin Foods;IL;0;24;0;0;0;0;na;0
Data Engineer;3.5;"Saama Technologies Inc
3.5";Phoenix, AZ;Campbell, CA;501 to 1000 employees;1997;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;80;Saama Technologies Inc;AZ;0;23;1;1;0;0;data engineer;3
Associate Principal Scientist, Pharmacogenomics;3.9;"AstraZeneca
3.9";Gaithersburg, MD;Cambridge, United Kingdom;10000+ employees;1913;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);127;AstraZeneca;MD;0;24;0;0;0;0;na;3
Data Scientist - Systems Engineering;3.2;"MITRE
3.2";Bedford, MA;Bedford, MA;5001 to 10000 employees;1958;Nonprofit Organization;Federal Agencies;Government;$1 to $2 billion (USD);89;MITRE;MA;1;24;1;0;0;1;data scientist;3
Senior Data Scientist;4.4;"The David J. Joseph Company
4.4";Cincinnati, OH;Cincinnati, OH;201 to 500 employees;1885;Subsidiary or Business Segment;Metals Brokers;Mining & Metals;Unknown / Non-Applicable;132;The David J. Joseph Company;OH;1;24;1;0;1;0;data scientist;0
Data Scientist SR;3.9;"The Buffalo Group
3.9";Charlottesville, VA;Reston, VA;501 to 1000 employees;2010;Company - Private;IT Services;Information Technology;$100 to $500 million (USD);139;The Buffalo Group;VA;0;24;1;1;0;0;data scientist;3
Data Scientist;3.4;"CompQsoft
3.4";Washington, DC;Houston, TX;51 to 200 employees;1997;Company - Private;Consulting;Business Services;$10 to $25 million (USD);121;CompQsoft;DC;0;23;1;0;0;0;data scientist;0
Scientist, Bacteriology;2.1;"Cerus Corporation
2.1";Concord, CA;Concord, CA;201 to 500 employees;1988;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$25 to $50 million (USD);149;Cerus Corporation;CA;1;24;0;0;0;1;na;0
Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence;3.7;"Takeda Pharmaceuticals
3.7";Cambridge, MA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);196;Takeda Pharmaceuticals;MA;0;24;0;1;1;1;data engineer;3
Data Scientist;3.4;"Remedy BPCI Partners, LLC.
3.4";New York, NY;Norwalk, CT;201 to 500 employees;2011;Company - Private;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;121;Remedy BPCI Partners, LLC.;NY;0;24;1;1;1;0;data scientist;2
Data Scientist;4.0;"Strategic Financial Solutions
4.0";New York, NY;New York, NY;501 to 1000 employees;2007;Company - Private;Consumer Product Rental;Consumer Services;Unknown / Non-Applicable;124;Strategic Financial Solutions;NY;1;24;1;0;0;1;data scientist;2
Senior Data Scientist;4.4;"Maven Wave Partners
4.4";Chicago, IL;Chicago, IL;201 to 500 employees;2008;Company - Private;Consulting;Business Services;$50 to $100 million (USD);160;Maven Wave Partners;IL;1;24;1;0;1;1;data scientist;0
Senior Research Scientist-Machine Learning;2.6;"Software Engineering Institute
2.6";Pittsburgh, PA;Pittsburgh, PA;501 to 1000 employees;1984;College / University;Colleges & Universities;Education;Unknown / Non-Applicable;167;Software Engineering Institute;PA;1;36;0;0;0;0;mle;0
Principal Data Scientist;3.2;"The Climate Corporation
3.2";San Francisco, CA;San Francisco, CA;501 to 1000 employees;2006;Subsidiary or Business Segment;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;238;The Climate Corporation;CA;1;24;0;0;1;1;data scientist;3
Clinical Laboratory Scientist;3.7;"Vail Health
3.7";Vail, CO;Vail, CO;501 to 1000 employees;1966;Hospital;Health Care Services & Hospitals;Health Care;$100 to $500 million (USD);78;Vail Health;CO;1;54;0;0;0;0;na;0
Data Analyst 1, full-time contract worker for up to 12 months;4.2;"The Church of Jesus Christ of Latter-day Saints
4.2";Salt Lake City, UT;Salt Lake City, UT;10000+ employees;1988;Nonprofit Organization;Religious Organizations;Non-Profit;Unknown / Non-Applicable;65;The Church of Jesus Christ of Latter-day Saints;UT;1;24;0;0;1;1;analyst;0
Data Scientist;3.5;"Crossix Solutions
3.5";New York, NY;New York, NY;201 to 500 employees;2005;Company - Public;Advertising & Marketing;Business Services;Unknown / Non-Applicable;132;Crossix Solutions;NY;1;24;1;1;1;1;data scientist;0
Data Scientist;4.3;"Solugenix Corporation
4.3";Phoenix, AZ;Brea, CA;201 to 500 employees;1969;Company - Private;IT Services;Information Technology;$50 to $100 million (USD);88;Solugenix Corporation;AZ;0;51;1;0;0;1;data scientist;0
Data Scientist;2.6;"West Coast University
2.6";Irvine, CA;Irvine, CA;10000+ employees;1997;Company - Private;Colleges & Universities;Education;Unknown / Non-Applicable;141;West Coast University;CA;1;23;1;0;0;0;data scientist;0
Data Engineer - Consultant (Charlotte Based);4.2;"Clarity Insights
4.2";Charlotte, NC;Chicago, IL;201 to 500 employees;2008;Company - Private;IT Services;Information Technology;Unknown / Non-Applicable;112;Clarity Insights;NC;0;24;1;0;0;1;data engineer;0
Data Engineer;3.1;"NCSOFT
3.1";Aliso Viejo, CA;Seoul, South Korea;1001 to 5000 employees;1997;Company - Public;Video Games;Media;$10+ billion (USD);147;NCSOFT;CA;0;23;1;1;1;1;data engineer;3
Data Scientist (Warehouse Automation);3.8;"SoftBank Robotics
3.8";San Francisco, CA;Paris, France;201 to 500 employees;2005;Subsidiary or Business Segment;Consumer Products Manufacturing;Manufacturing;$25 to $50 million (USD);127;SoftBank Robotics;CA;0;24;1;0;1;0;data scientist;0
Scientist, Immuno-Oncology;3.9;"GSK
3.9";Cambridge, MA;Brentford, United Kingdom;10000+ employees;1830;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);119;GSK;MA;0;24;0;0;1;0;na;3
Senior Data Scientist;4.3;"Factual
4.3";Los Angeles, CA;Los Angeles, CA;51 to 200 employees;2008;Company - Private;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;187;Factual;CA;1;24;1;1;0;1;data scientist;1
Jr. Data Scientist;3.2;"MITRE
3.2";McLean, VA;Bedford, MA;5001 to 10000 employees;1958;Nonprofit Organization;Federal Agencies;Government;$1 to $2 billion (USD);132;MITRE;VA;0;24;1;1;0;1;data scientist;3
Senior Data Scientist;5.0;"SkySync
5.0";Ann Arbor, MI;Ann Arbor, MI;51 to 200 employees;2011;Company - Private;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;140;SkySync;MI;1;24;0;0;0;1;data scientist;0
Products Data Analyst II;3.3;"TriNet
3.3";Dublin, CA;Dublin, CA;1001 to 5000 employees;1988;Company - Public;Consulting;Business Services;$2 to $5 billion (USD);157;TriNet;CA;1;32;0;0;0;1;analyst;3
Data Architect / Data Modeler;4.3;"Medidata Solutions
4.3";New York, NY;New York, NY;1001 to 5000 employees;1999;Company - Public;Enterprise Software & Network Solutions;Information Technology;$500 million to $1 billion (USD);110;Medidata Solutions;NY;1;21;0;0;1;1;na;1
Analytics Manager - Data Mart;3.5;"Central California Alliance for Health
3.5";Scotts Valley, CA;Scotts Valley, CA;501 to 1000 employees;1996;Nonprofit Organization;Health Care Services & Hospitals;Health Care;$500 million to $1 billion (USD);86;Central California Alliance for Health;CA;1;24;0;0;0;0;manager;0
Lead Data Analyst;3.9;"Signpost
3.9";New York, NY;New York, NY;201 to 500 employees;2010;Company - Private;Internet;Information Technology;$10 to $25 million (USD);62;Signpost;NY;1;24;0;1;0;0;analyst;0
Data Science Engineer - Mobile;4.0;"Adobe
4.0";San Jose, CA;San Jose, CA;10000+ employees;1982;Company - Public;Computer Hardware & Software;Information Technology;$5 to $10 billion (USD);208;Adobe;CA;1;38;1;0;0;1;na;2
Senior Data Scientist Oncology;3.9;"AstraZeneca
3.9";Gaithersburg, MD;Cambridge, United Kingdom;10000+ employees;1913;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);173;AstraZeneca;MD;0;24;1;0;0;1;data scientist;3
